post_id,influencer_id,post_datetime,content_type,post_format,follower_count,authority_log,verified,account_age_years,early_window_mins,early_likes,early_comments,early_shares,early_total_engagement,early_engagement_velocity,early_comment_share_ratio,persuasive_power_index,reach,impressions,impressions_per_reach,exposure_persistence_hours,reach_growth_rate,algorithmic_amplification_index,very_high_reach,total_likes,total_comments,total_shares,link_clicks,saves,profile_visits,click_through_rate,save_rate,engagement_success_index,low_effort_engagement,high_effort_engagement
3524,166,2024-07-30 00:00:00,experiential,image,44926,10.71277197,0,2.06,60,47,17,3,67,1.116666667,4.5,0.056992949,25026,41132,1.644,5.98,0.212,0.644117182,0,47,0,1,7,0,3,0.00028,0,0.841222617,47,10
3525,41,2025-04-28 00:00:00,experiential,image,62222,11.03846391,1,2.01,60,35,12,5,52,0.866666667,2.166666667,-0.165712064,6834,13458,1.969,7.59,0.178,0.07058646,0,110,5,0,1,0,2,0.000146,0,-0.065575847,110,3
3526,429,2025-03-23 00:00:00,promotional,image,85684,11.35842139,0,6.45,60,195,8,5,208,3.466666667,1.5,0.872604469,87428,93711,1.072,4.62,0.14,1.01588136,1,230,2,1,4,0,0,0.000046,0,0.143709613,230,4
3527,344,2025-01-22 00:00:00,experiential,carousel,17909,9.793058659,0,1.3,60,160,0,4,164,2.733333333,0.2,0.213659176,4894,9943,2.032,6.16,0.213,-0.45593843,0,160,2,2,0,0,0,0,0,-0.807960728,160,0
3528,424,2025-05-13 00:00:00,informational,video,78556,11.27156703,0,10.96,60,27,8,3,38,0.633333333,2.25,-0.488430221,12348,21874,1.771,5.84,0.152,0.106263256,0,78,2,2,0,0,0,0,0,-0.807960728,78,0
3529,366,2025-04-10 00:00:00,experiential,image,19906,9.898776473,0,6.95,60,115,2,1,118,1.966666667,1.5,-0.170658096,2246,4119,1.834,7.62,0.142,-0.850765479,0,115,7,0,1,0,0,0.000445,0,-0.398098621,115,1
3530,120,2025-10-05 00:00:00,experiential,image,63066,11.05193708,0,2.2,60,239,19,13,271,4.516666667,1.428571429,2.035721579,53183,98348,1.849,4.36,0.324,0.905159822,1,528,4,2,1,0,1,0.000019,0,-0.188300109,528,2
3531,609,2025-03-03 00:00:00,experiential,video,5020,8.521185213,0,4.93,60,40,6,18,64,1.066666667,0.368421053,0.175514179,6736,7028,1.043,6.46,0.093,-0.577754779,0,40,0,1,0,0,0,0,0,-0.807960728,40,0
3532,657,2025-07-22 00:00:00,promotional,image,30150,10.3139402,1,5.82,60,76,12,7,95,1.583333333,1.625,0.232249752,12262,25091,2.046,7.09,0.156,0.464560561,0,76,1,0,0,2,0,0,0.000163,-0.146561434,76,2
3533,728,2024-06-30 00:00:00,experiential,carousel,42091,10.64758922,0,11.48,60,72,34,6,112,1.866666667,5,1.120912409,39366,71725,1.822,7.1,0.152,1.304935485,0,267,2,1,0,0,0,0,0,-0.807960728,267,0
3534,229,2025-05-10 00:00:00,promotional,carousel,14541,9.584727525,0,5.82,60,81,12,1,94,1.566666667,6.5,0.009020428,4724,9565,2.025,5.33,0.168,-0.679364028,0,81,2,0,0,1,0,0,0.000212,-0.390664234,81,1
3535,130,2025-10-20 00:00:00,experiential,video,17971,9.796514627,0,5.34,60,39,0,7,46,0.766666667,0.125,-0.573341401,7893,9126,1.156,6.29,0.113,-0.425949318,0,39,1,0,3,0,0,0.00038,0,0.011763486,39,3
3536,352,2024-10-08 00:00:00,experiential,carousel,130009,11.77535896,0,6.4,60,50,23,22,95,1.583333333,1.043478261,1.169209138,16297,27300,1.675,6.5,0.336,0.431306017,0,1268,3,0,5,0,2,0.000307,0,0.584040223,1268,7
3537,318,2025-07-22 00:00:00,promotional,image,21801,9.989711119,0,9.95,60,29,0,1,30,0.5,0.5,-0.910319491,15986,20688,1.294,5.85,0.086,0.103902899,0,29,1,2,1,1,0,0.000063,0.000063,0.019197873,29,2
3538,649,2025-06-13 00:00:00,informational,image,23601,10.06904436,1,2,60,20,6,3,29,0.483333333,1.75,-0.629014789,1537,3552,2.311,6.63,0.048,-1.176970023,0,44,6,0,0,0,0,0,0,-0.807960728,44,0
3539,337,2024-02-13 00:00:00,informational,image,13023,9.474472304,0,5.92,60,18,0,8,26,0.433333333,0.111111111,-0.689065409,16147,23644,1.464,6.96,0.093,0.427303446,0,18,7,0,0,0,0,0,0,-0.807960728,18,0
3540,273,2025-02-28 00:00:00,informational,image,95146,11.46316783,1,11.02,60,53,7,3,63,1.05,2,-0.335016601,9212,12004,1.303,5.84,0.043,-0.328552913,0,567,3,0,4,1,1,0.000434,0.000109,0.770804619,567,6
3541,117,2024-04-05 00:00:00,experiential,carousel,28718,10.26527938,0,9.57,60,43,6,14,63,1.05,0.466666667,0.024166879,5677,8927,1.572,6.4,0.186,-0.463896521,0,43,5,1,2,0,0,0.000352,0,-0.158344658,43,2
3542,368,2025-12-07 00:00:00,informational,image,30109,10.31257941,0,5.64,60,63,5,3,71,1.183333333,1.5,-0.346685903,9896,22667,2.291,6.02,0.124,0.154120831,0,63,0,0,3,2,0,0.000303,0.000202,0.67316278,63,5
3543,94,2025-08-15 00:00:00,promotional,carousel,21426,9.972360417,0,0.54,60,38,12,11,61,1.016666667,1.083333333,0.118183268,6978,11930,1.71,6.77,0.236,-0.168018439,0,38,7,1,0,1,0,0,0.000143,-0.390664234,38,1
3544,168,2024-03-21 00:00:00,experiential,video,198153,12.19679474,0,8.05,60,133,4,4,141,2.35,1,0.183915023,27508,37094,1.348,5.98,0.257,0.587640899,0,659,2,5,8,1,6,0.000291,0.000036,1.49754679,659,15
3545,715,2024-03-29 00:00:00,experiential,image,28634,10.2623501,0,10.23,60,55,3,1,59,0.983333333,2,-0.581902248,5905,12104,2.05,7.02,0.101,-0.123834988,0,55,0,0,1,2,0,0.000169,0.000339,0.263300673,55,3
3546,341,2025-03-09 00:00:00,informational,image,13066,9.477768715,0,8.28,60,160,0,2,162,2.7,0.333333333,0.12661065,4257,5085,1.195,5.43,0.129,-1.088929027,0,160,2,0,0,0,0,0,0,-0.807960728,160,0
3547,661,2024-09-08 00:00:00,informational,image,16753,9.726332626,0,7.27,60,38,7,4,49,0.816666667,1.6,-0.405241103,6744,9428,1.398,7.4,0.212,-0.206981451,0,38,6,0,3,0,0,0.000445,0,0.011763486,38,3
3548,695,2024-01-26 00:00:00,informational,image,53804,10.89310309,1,3.94,60,68,1,4,73,1.216666667,0.4,-0.440249007,21782,23682,1.087,6.64,0.225,0.409996825,0,107,0,0,9,0,0,0.000413,0,0.55357172,107,9
3549,152,2025-01-30 00:00:00,experiential,video,42043,10.64644818,0,10.18,60,31,4,7,42,0.7,0.625,-0.459003787,8328,17804,2.138,5.6,0.051,-0.128287177,0,36,2,11,0,1,0,0,0.00012,-0.390664234,36,1
3550,586,2024-10-10 00:00:00,experiential,video,38110,10.54823199,0,0.82,60,34,9,2,45,0.75,3.333333333,-0.435120822,8715,18470,2.119,5.35,0.175,-0.159314695,0,64,9,0,0,1,7,0,0.000115,0.238731301,64,8
3551,274,2024-03-14 00:00:00,experiential,video,30038,10.31021853,0,6.63,60,180,12,38,230,3.833333333,0.333333333,2.370160014,18169,26902,1.481,6.1,0.345,0.348604631,0,180,4,3,0,0,0,0,0,-0.807960728,180,0
3552,554,2025-08-08 00:00:00,experiential,video,38347,10.55443158,0,10.36,60,125,8,3,136,2.266666667,2.25,0.254728374,8891,8891,1,5.72,0.13,-0.548056043,0,125,4,1,1,1,1,0.000112,0.000112,0.228996385,125,3
3553,496,2025-10-30 00:00:00,promotional,image,50966,10.83891402,1,4.06,60,80,9,2,91,1.516666667,3.333333333,-0.086291277,16424,16704,1.017,4.84,0.186,-0.274093279,0,80,3,0,1,1,1,0.000061,0.000061,0.228996385,80,3
3554,724,2025-07-06 00:00:00,informational,image,62521,11.04325778,1,1.78,60,58,10,5,73,1.216666667,1.833333333,-0.078799103,9429,11070,1.174,5.28,0.124,-0.509950705,0,60,5,0,3,0,2,0.000318,0,0.34428626,60,5
3555,101,2025-08-23 00:00:00,promotional,carousel,7220,8.884610232,0,7.89,60,40,11,1,52,0.866666667,6,-0.345643768,13243,16180,1.222,5.29,0.196,-0.214596118,0,40,3,1,0,0,1,0,0,-0.598162216,40,1
3556,557,2024-06-07 00:00:00,experiential,image,18259,9.812413388,0,4.17,60,54,12,0,66,1.1,13,-0.239251612,12873,23551,1.829,5.7,0.145,0.128909584,0,54,6,0,0,0,0,0,0,-0.807960728,54,0
3557,82,2024-07-11 00:00:00,experiential,image,42494,10.65711817,1,2.21,60,96,9,3,108,1.8,2.5,0.078565002,5991,14878,2.483,7.28,0.178,0.076029964,0,96,7,0,0,0,1,0,0,-0.598162216,96,1
3558,529,2024-06-01 00:00:00,informational,video,38550,10.55971138,0,10.88,60,57,5,1,63,1.05,3,-0.479233935,4502,5933,1.318,6.97,0.081,-0.646069812,0,57,2,1,0,0,2,0,0,-0.475437954,57,2
3559,73,2025-07-12 00:00:00,experiential,carousel,28686,10.26416448,1,6.87,60,130,9,0,139,2.316666667,10,0.205822745,4634,7631,1.647,5.6,0.165,-0.772031601,0,130,14,0,2,2,0,0.000432,0.000432,0.503054636,130,4
3560,14,2025-11-22 00:00:00,informational,carousel,4388,8.386628821,0,5.47,60,24,2,1,27,0.45,1.5,-0.860733934,4462,7891,1.768,7.38,0.045,-0.379115554,0,24,7,0,1,1,0,0.000224,0.000224,0.019197873,24,2
3561,433,2025-06-07 00:00:00,promotional,image,22711,10.03060467,0,9.4,60,54,8,5,67,1.116666667,1.5,-0.196633918,14053,20415,1.453,8.22,0.116,0.543051077,0,54,1,3,0,0,1,0,0,-0.598162216,54,1
3562,157,2025-10-05 00:00:00,experiential,video,192101,12.16577655,1,2.04,60,43,3,20,66,1.1,0.19047619,0.154059742,39464,53597,1.358,5.72,0.185,0.817408757,0,213,2,0,0,3,11,0,0.000076,0.778752057,213,14
3563,735,2025-04-11 00:00:00,promotional,image,83213,11.32915886,1,1.08,60,153,10,11,174,2.9,0.916666667,0.902755319,19786,24234,1.225,5.54,0.169,0.164613171,0,153,6,0,8,0,0,0.000404,0,0.491271412,153,8
3564,132,2024-10-09 00:00:00,experiential,carousel,31843,10.36857286,1,9.53,60,91,4,1,96,1.6,2.5,-0.265154308,11940,30715,2.572,5.95,0.261,0.371261836,0,91,2,0,2,1,0,0.000168,0.000084,0.258951836,91,3
3565,338,2024-11-06 00:00:00,informational,image,21560,9.978595025,1,11.76,60,14,25,0,39,0.65,26,0.026180123,13021,21852,1.678,5.45,0.244,0.019181578,0,37,7,1,0,0,2,0,0,-0.475437954,37,2
3566,404,2024-02-24 00:00:00,experiential,image,31163,10.34698677,0,1.05,60,81,1,6,88,1.466666667,0.285714286,-0.254618218,7078,14430,2.039,6.14,0.192,-0.166985898,0,90,13,3,1,1,3,0.000141,0.000141,0.438794896,90,5
3567,376,2024-01-23 00:00:00,informational,carousel,13803,9.532641239,0,0.98,60,49,0,9,58,0.966666667,0.1,-0.410460365,19133,28693,1.5,7.4,0.14,0.661343793,0,49,2,0,3,0,0,0.000157,0,0.011763486,49,3
3568,559,2025-05-22 00:00:00,promotional,carousel,44110,10.69444179,0,4.77,60,145,1,3,149,2.483333333,0.5,0.100137054,38610,89694,2.323,6.38,0.178,1.316025173,0,145,10,0,0,0,1,0,0,-0.598162216,145,1
3569,107,2024-11-16 00:00:00,promotional,video,196062,12.18618621,1,8.28,60,189,15,4,208,3.466666667,3.2,1.089837039,100642,121514,1.207,6.8,0.152,1.714123383,1,1314,2,0,1,1,6,0.00001,0.00001,0.608176758,1314,8
3570,620,2025-02-07 00:00:00,experiential,image,37193,10.52387585,0,2.74,60,159,15,0,174,2.9,16,0.688242457,42318,45644,1.079,6.22,0.149,0.840341493,0,159,7,0,0,0,0,0,0,-0.807960728,159,0
3571,265,2025-02-11 00:00:00,experiential,video,23096,10.04741472,0,2.84,60,124,18,2,144,2.4,6.333333333,0.641129916,27685,46221,1.67,4.84,0.109,0.454851622,0,124,1,2,0,0,0,0,0,-0.807960728,124,0
3572,205,2024-07-21 00:00:00,experiential,carousel,7498,8.922391597,0,5.84,60,42,6,2,50,0.833333333,2.333333333,-0.505707531,3620,4728,1.306,4.93,0.045,-1.287212237,0,42,7,3,0,0,0,0,0,-0.807960728,42,0
3573,79,2024-12-13 00:00:00,promotional,video,32590,10.39176077,0,11.52,60,77,10,1,88,1.466666667,5.5,-0.108814388,7956,10629,1.336,6.52,0.169,-0.279522709,0,77,4,0,0,0,0,0,0,-0.807960728,77,0
3574,155,2024-12-09 00:00:00,informational,image,39858,10.59307842,0,5.77,60,46,11,13,70,1.166666667,0.857142857,0.222146897,19130,36076,1.886,6.04,0.175,0.540040906,0,59,6,0,8,3,2,0.000418,0.000157,1.658387173,59,13
3575,783,2024-10-10 00:00:00,promotional,image,43486,10.68019433,0,10.15,60,53,1,0,54,0.9,2,-0.728094825,10006,20626,2.061,6.27,0.159,0.141933992,0,63,3,2,3,1,3,0.0003,0.0001,0.848657003,63,7
3576,247,2025-08-22 00:00:00,experiential,carousel,18491,9.825039406,0,10.62,60,88,20,4,112,1.866666667,4.2,0.542683219,11183,22491,2.011,6.19,0.138,0.194863146,0,88,0,2,3,0,0,0.000268,0,0.011763486,88,3
3577,531,2024-11-25 00:00:00,promotional,video,56308,10.9385919,0,6.64,60,28,0,14,42,0.7,0.066666667,-0.352087319,6052,10446,1.726,6.47,0.145,-0.335561545,0,55,6,4,2,1,0,0.00033,0.000165,0.258951836,55,3
3578,538,2025-03-16 00:00:00,promotional,video,20241,9.915465529,0,1,60,88,25,9,122,2.033333333,2.6,0.979059064,19488,34340,1.762,5.88,0.203,0.471620249,0,88,1,1,3,1,2,0.000154,0.000051,0.761582753,88,6
3579,729,2025-10-15 00:00:00,promotional,image,17331,9.760252084,0,6.51,60,76,0,5,81,1.35,0.166666667,-0.379809642,12661,17778,1.404,6.58,0.057,0.131434944,0,76,1,0,1,0,0,0.000079,0,-0.398098621,76,1
3580,154,2025-09-24 00:00:00,experiential,video,37506,10.5322562,0,9.73,60,129,12,1,142,2.366666667,6.5,0.373016474,9892,9892,1,6.57,0.191,-0.277251564,0,156,9,0,0,0,3,0,0,-0.388363704,156,3
3581,154,2025-10-12 00:00:00,informational,carousel,37506,10.5322562,0,9.73,60,29,9,15,53,0.883333333,0.625,0.092778346,9653,14820,1.535,5.98,0.161,-0.152903951,0,33,12,0,2,6,0,0.000207,0.000622,1.013154707,33,8
3582,686,2024-07-16 00:00:00,experiential,image,60657,11.01299032,0,6.37,60,188,7,3,198,3.3,2,0.68872228,21542,24258,1.126,5.1,0.219,0.070011269,0,188,2,1,1,0,0,0.000046,0,-0.398098621,188,1
3583,92,2024-01-26 00:00:00,experiential,video,78327,11.26864765,1,5.25,60,125,3,4,132,2.2,0.8,0.079498109,9256,18868,2.038,6.11,0.186,0.037682925,0,125,3,3,3,3,1,0.000324,0.000324,1.056154985,125,7
3584,433,2024-07-09 00:00:00,promotional,image,22711,10.03060467,0,9.4,60,110,6,3,119,1.983333333,1.75,0.053477798,5613,7444,1.326,6.67,0.298,-0.528370244,0,110,0,1,0,0,1,0,0,-0.598162216,110,1
3585,338,2024-07-22 00:00:00,informational,image,21560,9.978595025,1,11.76,60,22,5,0,27,0.45,6,-0.788171982,3128,3180,1.017,6.89,0.036,-1.110004084,0,22,2,0,0,0,0,0,0,-0.807960728,22,0
3586,480,2025-10-25 00:00:00,experiential,video,91087,11.41957037,0,7.6,60,20,17,5,42,0.7,3,-0.060706301,31882,53531,1.679,7.49,0.176,1.156353912,0,124,4,0,11,5,7,0.000345,0.000157,2.369470879,124,23
3587,693,2025-04-18 00:00:00,informational,carousel,10086,9.218903603,0,8.46,60,18,3,2,23,0.383333333,1.333333333,-0.818958271,4938,6803,1.378,7.16,0.074,-0.507572387,0,23,8,0,0,1,0,0,0.000203,-0.390664234,23,1
3588,131,2024-02-29 00:00:00,promotional,video,6307,8.749415407,0,7.82,60,55,5,2,62,1.033333333,2,-0.450876174,6958,14223,2.044,6.59,0.071,-0.082876114,0,55,5,1,0,0,0,0,0,-0.807960728,55,0
3589,450,2024-04-08 00:00:00,informational,image,10309,9.240772579,0,6.32,60,70,15,0,85,1.416666667,16,0.013333121,6344,10921,1.721,7.35,0.088,-0.125764473,0,70,3,0,0,0,1,0,0,-0.598162216,70,1
3590,787,2024-04-23 00:00:00,experiential,image,68454,11.13391727,1,4.14,60,36,11,6,53,0.883333333,1.714285714,-0.158355456,11815,14904,1.261,6.64,0.126,0.020227186,0,147,4,1,0,3,1,0,0.000254,0.236430771,147,4
3591,273,2025-04-05 00:00:00,informational,carousel,95146,11.46316783,1,11.02,60,67,17,1,85,1.416666667,9,0.121609442,14921,23865,1.599,7.08,0.2,0.447191717,0,258,10,1,3,0,5,0.000201,0,0.554084772,258,8
3592,588,2025-06-20 00:00:00,experiential,image,12710,9.450144364,0,11.59,60,8,15,1,24,0.4,8,-0.413304176,7587,7925,1.045,6.26,0.045,-0.525609507,0,8,3,7,3,0,2,0.000395,0,0.34428626,8,5
3593,177,2025-09-19 00:00:00,promotional,carousel,30122,10.31301108,0,3.63,60,50,10,3,63,1.05,2.75,-0.226513637,9476,12707,1.341,6.04,0.078,-0.242661566,0,50,6,0,1,0,0,0.000106,0,-0.398098621,50,1
3594,696,2025-11-17 00:00:00,informational,image,21817,9.990444761,1,4.63,60,38,14,1,53,0.883333333,7.5,-0.229557553,11704,14793,1.264,5.11,0.187,-0.336100207,0,38,0,1,2,2,0,0.000171,0.000171,0.503054636,38,4
3595,643,2024-05-27 00:00:00,informational,carousel,22935,10.04041941,0,3.12,60,27,17,2,46,0.766666667,6,-0.138196333,4914,9311,1.895,7.41,0.121,-0.249524186,0,27,3,6,0,0,1,0,0,-0.598162216,27,1
3596,49,2024-08-14 00:00:00,informational,carousel,41924,10.64361373,0,7.29,60,37,1,6,44,0.733333333,0.285714286,-0.588281261,3377,4017,1.19,6.34,0.194,-1.066625491,0,168,2,0,8,0,0,0.002369,0,0.491271412,168,8
3597,567,2024-06-24 00:00:00,experiential,image,3873,8.26178468,0,10.74,60,106,3,2,111,1.85,1.333333333,-0.151632186,7278,8177,1.124,6,0.041,-0.571064895,0,106,3,0,0,0,0,0,0,-0.807960728,106,0
3598,666,2024-09-18 00:00:00,experiential,video,33072,10.40644228,1,4.95,60,83,8,0,91,1.516666667,9,-0.194340956,10924,12429,1.138,7.6,0.055,0.079478433,0,83,2,4,0,0,1,0,0,-0.598162216,83,1
3599,355,2025-10-29 00:00:00,informational,image,29173,10.2809989,0,0.88,60,56,11,1,68,1.133333333,6,-0.224311752,21366,49638,2.323,4.56,0.049,0.405632026,0,56,7,1,1,1,1,0.000047,0.000047,0.228996385,56,3
3600,712,2025-02-23 00:00:00,experiential,image,26992,10.2032958,0,9.34,60,42,3,3,48,0.8,1,-0.593435985,8576,11771,1.373,6.07,0.063,-0.299513363,0,42,10,4,1,1,5,0.000117,0.000117,0.561519159,42,7
3601,308,2025-06-22 00:00:00,informational,video,16456,9.708445431,0,10.74,60,76,2,4,82,1.366666667,0.6,-0.335832094,15163,24282,1.601,6.19,0.129,0.277789,0,76,6,2,0,1,0,0,0.000066,-0.390664234,76,1
3602,630,2024-12-23 00:00:00,promotional,video,88804,11.39418697,1,7.7,60,347,6,0,353,5.883333333,7,1.720135489,49656,104048,2.095,5.87,0.31,1.327916849,1,907,5,0,5,0,0,0.000101,0,0.251517449,907,5
3603,775,2024-01-22 00:00:00,promotional,image,55371,10.92181127,0,9.11,60,120,6,4,130,2.166666667,1.4,0.172834571,11007,11666,1.06,6.78,0.123,-0.115098789,0,120,13,0,3,0,1,0.000273,0,0.221561998,120,4
3604,46,2024-02-16 00:00:00,promotional,video,14475,9.580178302,1,10.17,60,39,3,2,44,0.733333333,1.333333333,-0.659710001,8326,15208,1.827,6.58,0.044,-0.022108284,0,39,5,0,2,0,0,0.00024,0,-0.158344658,39,2
3605,302,2025-01-27 00:00:00,promotional,image,16980,9.73979146,0,5.42,60,49,0,1,50,0.833333333,0.5,-0.758654471,1698,2578,1.518,6.31,0.117,-1.457818755,0,49,2,6,0,1,0,0,0.000589,-0.390664234,49,1
3606,408,2025-06-08 00:00:00,experiential,image,25787,10.15762577,1,7.32,60,96,4,5,105,1.75,0.833333333,-0.053141,8491,15054,1.773,4.65,0.279,-0.487888635,0,96,3,0,0,1,0,0,0.000118,-0.390664234,96,1
3607,189,2024-06-06 00:00:00,experiential,video,12749,9.453208116,0,4.49,60,230,5,9,244,4.066666667,0.6,1.180862589,4828,5954,1.233,5.84,0.194,-0.872970659,0,230,22,1,1,0,0,0.000207,0,-0.398098621,230,1
3608,129,2025-06-10 00:00:00,experiential,video,32848,10.39964614,1,7.89,60,30,8,7,45,0.75,1.125,-0.291583415,4554,4554,1,6.89,0.267,-0.823908705,0,42,4,0,0,2,4,0,0.000439,0.340575625,42,6
3609,561,2025-08-14 00:00:00,informational,video,39727,10.58978634,0,8.61,60,64,6,4,74,1.233333333,1.4,-0.251827483,6576,6576,1,6.26,0.238,-0.664692266,0,64,1,0,0,0,0,0,0,-0.807960728,64,0
3610,537,2024-10-27 00:00:00,informational,video,12577,9.439625028,0,7.14,60,41,3,1,45,0.75,2,-0.688067762,7174,14730,2.053,5.6,0.028,-0.274714237,0,41,1,1,1,0,1,0.000139,0,-0.188300109,41,2
3611,266,2025-06-28 00:00:00,informational,carousel,8537,9.052164937,0,6.52,60,77,7,1,85,1.416666667,4,-0.240067105,3264,4451,1.364,6.47,0.186,-0.979044431,0,77,1,0,0,1,0,0,0.000306,-0.390664234,77,1
3612,118,2024-10-21 00:00:00,experiential,video,9240,9.131297165,0,6.45,60,50,5,2,57,0.95,2,-0.488792429,4179,6650,1.591,5.56,0.091,-0.886251531,0,50,5,0,0,0,0,0,0,-0.807960728,50,0
3613,464,2025-05-10 00:00:00,experiential,image,36827,10.51398655,0,3.73,60,131,5,14,150,2.5,0.4,0.647742059,7011,14716,2.099,5.84,0.226,-0.22113615,0,131,3,0,1,1,1,0.000143,0.000143,0.228996385,131,3
3614,144,2025-07-11 00:00:00,informational,video,35762,10.48464116,0,10.06,60,15,7,2,24,0.4,2.666666667,-0.666704401,3705,5322,1.436,7.95,0.22,-0.562160655,0,69,1,0,2,0,0,0.00054,0,-0.158344658,69,2
3615,442,2025-12-25 00:00:00,informational,video,28776,10.26729699,0,6.39,60,78,7,0,85,1.416666667,8,-0.276008117,9774,12017,1.229,6.5,0.123,-0.174535179,0,78,17,1,0,1,1,0,0.000102,-0.180865722,78,2
3616,200,2024-09-09 00:00:00,experiential,video,9481,9.157045075,0,11.78,60,112,0,0,112,1.866666667,1,-0.324433923,6917,10606,1.533,6.3,0.128,-0.346265777,0,112,5,0,1,0,0,0.000145,0,-0.398098621,112,1
3617,157,2024-10-27 00:00:00,informational,video,192101,12.16577655,1,2.04,60,20,4,3,27,0.45,1.25,-0.7165166,5490,6260,1.14,6.92,0.169,-0.590871724,0,132,16,1,3,1,1,0.000546,0.000182,0.638858491,132,5
3618,487,2024-04-30 00:00:00,promotional,image,15575,9.653422344,0,11.92,60,72,12,7,91,1.516666667,1.625,0.201916748,2628,5853,2.227,6.57,0.219,-0.79332325,0,72,4,0,1,0,0,0.000381,0,-0.398098621,72,1
3619,134,2024-05-28 00:00:00,informational,image,47743,10.77358774,1,5.21,60,12,15,1,28,0.466666667,8,-0.382971173,15348,23678,1.543,6.72,0.272,0.374018887,0,31,3,2,1,1,4,0.000065,0.000065,0.506334932,31,6
3620,148,2025-05-21 00:00:00,experiential,video,7939,8.979542602,0,11.32,60,43,7,0,50,0.833333333,8,-0.541421901,8369,9647,1.153,5.63,0,-0.530265402,0,43,1,3,0,2,2,0,0.000239,0.18596134,43,4
3621,336,2025-10-31 00:00:00,experiential,image,25667,10.1529614,0,10.18,60,61,7,3,71,1.183333333,2,-0.274350594,11657,19650,1.686,6.64,0.216,0.200480633,0,61,5,1,0,1,2,0,0.000086,-0.05814146,61,3
3622,71,2024-10-15 00:00:00,informational,video,42676,10.66139198,0,4.59,60,31,6,2,39,0.65,2.333333333,-0.589123292,7455,11283,1.513,6.43,0.157,-0.268242086,0,50,5,1,1,0,0,0.000134,0,-0.398098621,50,1
3623,233,2024-05-11 00:00:00,experiential,video,31119,10.34557384,0,1.22,60,84,5,1,90,1.5,3,-0.274486159,8091,11760,1.453,7.07,0.155,-0.100901977,0,84,0,0,0,0,0,0,0,-0.807960728,84,0
3624,334,2024-07-27 00:00:00,experiential,video,15106,9.622847295,0,7.64,60,51,2,24,77,1.283333333,0.12,0.345071897,12926,14125,1.093,6.45,0.166,-0.037674028,0,51,2,0,0,0,0,0,0,-0.807960728,51,0
3625,666,2024-11-28 00:00:00,promotional,video,33072,10.40644228,1,4.95,60,47,7,1,55,0.916666667,4,-0.467564634,14640,19838,1.355,6.07,0.201,0.113687617,0,47,0,1,1,0,1,0.000068,0,-0.188300109,47,2
3626,90,2024-07-31 00:00:00,experiential,image,49676,10.8132772,0,7.32,60,197,1,3,201,3.35,0.5,0.494466105,17884,23396,1.308,6.13,0.186,0.262058134,0,197,4,0,0,1,0,0,0.000056,-0.390664234,197,1
3627,334,2024-06-19 00:00:00,informational,carousel,15106,9.622847295,0,7.64,60,101,8,1,110,1.833333333,4.5,-0.014318176,7990,18625,2.331,5.88,0.278,-0.033509215,0,101,10,0,0,0,1,0,0,-0.598162216,101,1
3628,199,2025-06-21 00:00:00,informational,video,31515,10.3582189,0,8.9,60,80,9,11,100,1.666666667,0.833333333,0.305427092,13696,16983,1.24,7.02,0.183,0.202054928,0,80,6,0,5,1,0,0.000365,0.000073,0.668813942,80,6
3629,161,2024-01-06 00:00:00,informational,image,11218,9.32527491,0,5.52,60,31,10,7,48,0.8,1.375,-0.196498353,6060,9463,1.562,6.51,0.029,-0.393729623,0,31,0,1,0,0,0,0,0,-0.807960728,31,0
3630,538,2025-01-28 00:00:00,informational,image,20241,9.915465529,0,1,60,6,15,8,29,0.483333333,1.777777778,-0.123800836,4748,7815,1.646,7.17,0.125,-0.418753213,0,10,5,1,0,1,3,0,0.000211,0.02893279,10,4
3631,121,2025-08-02 00:00:00,experiential,image,65580,11.09102605,0,4.27,60,35,1,6,42,0.7,0.285714286,-0.603447763,6792,7906,1.164,6.23,0.166,-0.553105015,0,129,4,4,5,0,2,0.000736,0,0.584040223,129,7
3632,301,2024-07-13 00:00:00,promotional,video,12978,9.471010895,0,10.64,60,34,3,0,37,0.616666667,4,-0.784674782,4633,4633,1,6.15,0.074,-0.96471985,0,34,0,0,2,0,0,0.000432,0,-0.158344658,34,2
3633,724,2025-03-16 00:00:00,experiential,image,62521,11.04325778,1,1.78,60,167,29,8,204,3.4,3.333333333,1.70961525,60841,66154,1.087,5.87,0.21,1.053404019,1,167,7,2,0,0,0,0,0,-0.807960728,167,0
3634,575,2025-05-03 00:00:00,experiential,image,68146,11.12940774,1,5.21,60,11,4,4,19,0.316666667,1,-0.741241596,5203,7256,1.395,6.67,0.026,-0.555481989,0,375,3,0,1,0,0,0.000192,0,-0.398098621,375,1
3635,436,2025-04-23 00:00:00,experiential,image,32019,10.37408476,0,5.6,60,39,5,5,49,0.816666667,1,-0.4416354,8215,12985,1.581,5.36,0.096,-0.406272302,0,39,6,0,2,0,2,0.000243,0,0.174178116,39,4
3636,68,2024-11-21 00:00:00,promotional,video,81108,11.30353688,1,8.93,60,124,0,7,131,2.183333333,0.125,0.071234931,12521,25223,2.014,6.19,0.229,0.285056671,0,193,1,2,3,3,8,0.00024,0.00024,1.511402021,193,14
3637,765,2024-09-10 00:00:00,informational,video,93833,11.44927189,0,6.85,60,79,15,3,97,1.616666667,4,0.212155169,16953,16953,1,6.48,0.282,0.128742376,0,337,5,0,1,2,4,0.000059,0.000118,0.750437732,337,7
